url_length,at_symbol,sensitive_words_count,path_length,isHttps,nb_dots,nb_hyphens,nb_and,nb_or,nb_www,nb_com,nb_underscore,target,y_true,score,y_pred,action
41,0,0,13,0,1,0,0,1,0,1,0,1,1,0.8789319861626057,1,BLOCK
54,0,0,14,0,5,0,0,0,0,1,0,0,1,0.9999999990182453,1,BLOCK
27,0,0,0,0,2,0,0,0,0,0,0,0,1,0.9999976413615416,1,BLOCK
24,0,0,1,0,1,0,0,0,0,1,0,0,1,0.9999999999988567,1,BLOCK
73,0,1,55,1,6,1,0,0,0,1,0,0,1,0.9999534229652993,1,BLOCK
24,0,0,1,1,1,0,0,0,0,1,0,1,1,0.9999969972912305,1,BLOCK
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
43,0,0,0,0,3,1,0,1,1,0,0,0,1,0.9999994852780385,1,BLOCK
73,0,0,0,1,5,0,0,0,0,0,1,1,1,0.9999940535512407,1,BLOCK
73,0,0,53,0,5,0,0,0,1,1,0,0,1,0.999376871918617,1,BLOCK
25,0,0,1,1,2,0,0,0,1,1,0,0,1,0.999994836900149,1,BLOCK
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
29,0,0,6,0,2,0,0,0,1,1,0,0,1,0.9999995978969243,1,BLOCK
73,0,0,49,0,5,1,0,0,1,1,1,0,1,0.999999999875193,1,BLOCK
73,0,0,50,0,6,0,0,0,1,1,1,0,1,0.9999999894187607,1,BLOCK
35,0,0,2,0,2,0,0,0,0,1,0,1,0,0.1514347337750155,0,ALLOW
28,0,0,0,1,2,0,0,1,1,1,0,0,1,0.999999936911774,1,BLOCK
73,0,0,0,1,5,0,0,0,0,0,1,1,1,0.9999940535512407,1,BLOCK
51,0,0,25,1,7,1,0,1,1,1,1,0,1,0.9999999659834278,1,BLOCK
26,0,0,0,0,1,0,0,0,0,0,0,0,1,0.9999999999482914,1,BLOCK
56,0,1,0,1,6,0,0,0,0,0,0,1,1,0.9998148747390784,1,BLOCK
73,0,0,52,0,4,0,0,0,0,1,0,0,1,0.9999222352152264,1,BLOCK
26,0,0,0,1,2,0,0,0,0,0,0,0,1,0.9999895498048796,1,BLOCK
73,0,0,0,1,5,0,0,0,0,0,0,1,1,0.9999914929145316,1,BLOCK
73,0,0,55,0,4,5,0,0,0,1,0,0,1,0.9999998647238376,1,BLOCK
42,0,0,20,0,2,0,0,0,1,1,0,0,1,0.99999999306929,1,BLOCK
73,0,0,49,0,4,3,0,0,0,1,0,1,1,0.9999999977326817,1,BLOCK
73,0,0,0,1,5,0,0,0,0,0,1,1,1,0.9999940535512407,1,BLOCK
56,0,2,0,0,6,0,0,0,0,0,0,0,1,0.9999999910545164,1,BLOCK
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
73,0,0,0,0,4,0,0,1,0,0,0,1,1,0.9999957043667029,1,BLOCK
73,0,0,44,1,5,7,0,1,1,2,0,0,1,0.9999997455575055,1,BLOCK
23,0,0,0,0,1,0,0,0,0,0,0,1,1,0.9940559896282707,1,BLOCK
23,0,0,0,1,2,0,0,0,0,0,0,0,1,0.9999999709252108,1,BLOCK
73,0,0,44,0,5,2,0,0,1,1,0,0,1,0.9999999900815847,1,BLOCK
75,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
64,0,0,0,1,5,4,0,1,0,0,0,1,1,0.9999576789721998,1,BLOCK
35,0,0,10,0,2,0,0,0,0,1,0,0,1,0.9999999979913636,1,BLOCK
74,0,0,0,1,5,0,0,0,0,0,0,1,0,2.929563619672158e-06,0,ALLOW
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
73,0,1,40,0,6,4,0,0,1,1,0,0,1,0.9999985949335572,1,BLOCK
75,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
73,0,1,0,0,5,0,0,1,0,0,0,1,0,0.9507292589189433,1,BLOCK
70,0,0,42,0,5,0,0,0,0,1,0,0,1,0.9999968410497043,1,BLOCK
36,0,0,9,1,1,0,0,0,0,1,0,0,1,0.9999999995046063,1,BLOCK
31,0,0,0,0,3,0,0,0,1,0,0,0,1,0.9999999989652824,1,BLOCK
74,0,1,0,0,7,0,0,0,0,0,0,1,0,9.620488251449317e-05,0,ALLOW
40,0,0,0,1,2,1,0,0,0,0,0,0,1,0.9999999998570306,1,BLOCK
73,0,0,47,0,5,1,0,0,0,1,0,0,1,0.9999999998254263,1,BLOCK
61,0,0,4,1,5,4,0,1,0,1,0,1,1,0.9999726845748752,1,BLOCK
51,0,1,0,0,6,1,0,0,0,0,0,1,1,0.9999953328124177,1,BLOCK
74,0,0,0,1,5,0,0,0,0,0,0,1,0,2.929563619672158e-06,0,ALLOW
73,0,0,48,0,4,3,0,0,0,1,0,1,1,0.9999999905404696,1,BLOCK
75,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
66,0,0,13,1,6,3,0,1,0,2,0,1,1,0.99989475438663,1,BLOCK
74,0,1,22,1,8,0,0,1,0,1,0,1,0,7.513203704581843e-07,0,ALLOW
73,0,0,0,0,5,2,0,0,1,0,0,0,1,0.9999865644381332,1,BLOCK
73,0,0,31,0,7,1,0,0,1,2,2,0,1,0.9999999658334812,1,BLOCK
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
24,0,0,1,0,2,0,0,1,1,1,0,0,1,0.9999999999998008,1,BLOCK
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
69,0,0,41,0,5,0,0,0,0,1,0,0,1,0.9999999986064079,1,BLOCK
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
73,0,0,52,0,5,0,0,0,0,1,0,0,1,0.9998792923115526,1,BLOCK
23,0,0,1,0,2,0,0,0,1,1,0,0,1,0.9999999965247437,1,BLOCK
44,0,2,0,1,2,1,0,0,0,0,0,1,1,0.9995426700502386,1,BLOCK
73,1,0,45,0,5,0,1,0,0,1,0,0,1,0.9999999971013738,1,BLOCK
67,0,0,37,1,6,0,0,1,1,1,0,0,1,0.9999305035506145,1,BLOCK
73,0,0,0,1,5,2,0,0,0,0,0,0,1,0.9999991697018216,1,BLOCK
35,0,0,16,1,3,0,0,0,1,1,0,0,1,0.9999999998152072,1,BLOCK
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
75,0,0,0,0,9,2,0,1,0,0,0,1,0,6.695790382399136e-05,0,ALLOW
75,0,0,0,1,5,0,0,0,0,0,0,1,0,2.929563619672158e-06,0,ALLOW
55,0,0,28,0,5,2,0,0,1,1,0,0,1,0.9999841094473781,1,BLOCK
73,0,0,55,0,4,5,0,0,0,1,0,0,1,0.9999998647238376,1,BLOCK
55,0,1,0,0,5,0,0,1,0,0,0,0,1,0.9998987888593217,1,BLOCK
43,0,0,13,1,2,0,0,0,1,1,0,0,1,0.9999999422339454,1,BLOCK
73,0,0,52,0,5,0,0,0,0,1,0,0,1,0.9998792923115526,1,BLOCK
75,0,0,0,1,5,0,0,0,0,0,0,1,0,2.929563619672158e-06,0,ALLOW
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
73,0,0,0,1,5,0,0,0,0,0,0,1,1,0.9999914929145316,1,BLOCK
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
73,0,0,0,0,8,0,0,0,1,0,2,1,1,0.9999580539628592,1,BLOCK
73,0,0,0,1,5,0,0,0,0,0,0,1,1,0.9999914929145316,1,BLOCK
73,0,0,47,1,6,0,0,0,0,1,0,0,1,0.9999812655004142,1,BLOCK
73,0,0,53,0,5,0,0,0,1,1,0,0,1,0.999376871918617,1,BLOCK
73,0,0,54,0,6,2,0,0,1,1,0,0,1,0.9999995478990457,1,BLOCK
28,0,0,0,0,1,0,0,1,0,0,0,0,1,0.9999999999961333,1,BLOCK
73,0,0,45,0,5,0,0,0,0,1,0,0,1,0.9999999960393648,1,BLOCK
73,0,0,4,0,6,0,0,1,0,2,0,0,1,0.9999999122838678,1,BLOCK
22,0,0,1,0,2,0,0,0,1,1,0,0,1,0.9999999999097176,1,BLOCK
73,0,0,25,0,7,0,0,0,2,2,1,0,1,0.9999998613466689,1,BLOCK
74,0,1,25,1,9,0,0,0,0,1,0,1,0,5.490431338629604e-06,0,ALLOW
44,0,0,0,1,1,0,0,0,0,0,0,0,1,0.9985015092747866,1,BLOCK
38,0,0,21,1,2,0,0,0,0,1,0,0,1,0.9999999998447189,1,BLOCK
63,0,0,0,1,7,0,0,0,1,0,0,1,1,0.9981401636541111,1,BLOCK
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
56,0,1,27,0,4,0,0,0,0,1,0,1,1,0.9999754103318207,1,BLOCK
31,0,0,0,0,2,0,0,0,0,0,0,0,1,0.9999999923237531,1,BLOCK
73,0,0,47,0,5,0,0,0,0,1,0,0,1,0.9999999935165111,1,BLOCK
73,0,0,0,0,5,4,0,0,1,1,0,0,1,0.9297087611957766,1,BLOCK
73,0,0,44,0,5,2,0,0,1,1,0,0,1,0.9999999900815847,1,BLOCK
59,0,0,35,0,5,0,0,0,1,1,1,0,1,0.9999999948003271,1,BLOCK
75,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
74,0,0,48,0,6,0,0,0,0,1,0,1,0,4.198034239316439e-06,0,ALLOW
73,0,0,44,0,5,2,0,0,1,1,0,0,1,0.9999999900815847,1,BLOCK
21,0,0,0,0,1,0,0,0,0,0,0,0,1,0.9999909864942359,1,BLOCK
73,0,0,0,0,4,0,0,0,0,0,0,1,1,0.9999951252858565,1,BLOCK
73,0,0,53,0,5,0,0,0,1,1,0,0,1,0.999376871918617,1,BLOCK
73,0,0,0,1,5,4,0,0,0,1,0,0,0,0.9999637717896201,1,BLOCK
44,0,0,5,0,4,1,0,0,0,1,0,1,1,0.999302932332818,1,BLOCK
26,0,0,0,1,2,0,0,0,1,1,0,0,1,0.9999878264622355,1,BLOCK
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
40,0,0,17,0,2,0,0,0,0,1,0,1,1,0.9998865033399282,1,BLOCK
72,0,0,48,0,5,2,0,0,0,1,0,0,1,0.9999999916097077,1,BLOCK
56,1,0,27,1,7,0,0,0,0,2,0,1,1,0.9851247562178425,1,BLOCK
74,0,1,0,0,4,2,0,0,0,0,0,1,0,0.00012031417766262986,0,ALLOW
66,0,0,0,0,4,4,0,0,0,0,0,0,1,0.9999395486652606,1,BLOCK
73,0,0,51,0,5,5,0,0,1,1,0,0,1,0.9999989597629794,1,BLOCK
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
56,0,0,0,0,5,2,0,0,1,0,0,0,1,0.9999994196669515,1,BLOCK
30,0,0,4,0,2,0,0,0,1,1,0,0,1,0.9999999911443879,1,BLOCK
36,0,0,0,1,4,0,0,0,0,0,0,0,1,0.9999997379146938,1,BLOCK
73,0,0,0,0,4,1,0,0,0,0,0,1,1,0.9999962457378799,1,BLOCK
74,0,1,46,0,4,1,0,0,0,1,0,1,0,1.5487797156960395e-05,0,ALLOW
66,0,1,14,1,8,0,0,0,0,1,0,1,0,3.174582349329104e-06,0,ALLOW
28,0,0,1,0,2,0,0,0,1,1,0,0,1,0.999999656089943,1,BLOCK
73,0,3,0,0,5,4,0,0,0,0,0,1,1,0.9873938166202217,1,BLOCK
75,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
29,0,0,1,0,1,0,0,0,0,1,0,0,1,0.9999999984592483,1,BLOCK
26,0,0,1,0,2,0,0,1,1,1,0,0,1,0.9999999999959566,1,BLOCK
29,0,0,0,1,1,0,0,1,0,0,0,0,1,0.9999999999921154,1,BLOCK
73,0,1,0,0,7,0,0,0,0,1,0,0,1,0.9999993027493753,1,BLOCK
73,0,0,37,0,5,0,0,0,0,1,0,1,1,0.9999943742137088,1,BLOCK
25,0,0,0,1,3,0,0,0,1,0,0,0,1,0.9999451715042706,1,BLOCK
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
73,0,0,48,1,6,0,0,0,1,1,0,0,1,0.999579731139088,1,BLOCK
73,0,0,53,0,5,0,0,0,1,1,0,0,1,0.999376871918617,1,BLOCK
20,0,0,0,0,1,0,0,0,0,0,0,0,1,0.9999930620005058,1,BLOCK
28,0,0,2,0,1,0,0,1,0,1,0,1,0,0.9999845452742997,1,BLOCK
34,0,1,7,0,2,0,0,1,0,1,0,0,1,0.9999999927924488,1,BLOCK
73,0,1,0,0,5,0,0,0,0,0,1,1,1,0.9987784262540426,1,BLOCK
73,0,0,43,0,6,0,0,1,0,1,0,0,1,0.9999999942478373,1,BLOCK
22,0,0,0,1,2,0,0,0,1,1,0,0,1,0.999999999129439,1,BLOCK
73,0,0,45,1,7,0,0,1,0,1,0,0,1,0.9999998357959147,1,BLOCK
73,0,0,0,0,5,0,0,0,0,1,0,0,1,0.9999992562167076,1,BLOCK
39,0,0,20,0,2,0,0,0,0,1,0,1,1,0.9999820245784642,1,BLOCK
54,0,0,0,0,5,1,0,0,0,0,0,0,1,0.9999999998966085,1,BLOCK
41,0,0,23,0,1,0,0,1,0,1,0,0,1,0.9999999849628283,1,BLOCK
35,0,0,0,0,3,0,0,1,0,0,0,0,1,0.9999999999825817,1,BLOCK
30,0,0,1,0,1,0,1,0,0,1,0,1,1,0.9999528958762652,1,BLOCK
32,0,0,1,0,1,0,0,0,0,1,0,0,1,0.9999919791395806,1,BLOCK
50,0,0,32,0,5,0,0,0,0,1,1,1,0,0.2719494099088709,0,ALLOW
56,0,1,0,1,6,0,0,0,0,0,0,1,1,0.9998148747390784,1,BLOCK
69,0,0,0,0,7,4,0,1,1,0,0,0,1,0.999996956659907,1,BLOCK
20,0,0,0,0,1,0,0,0,0,0,0,1,1,0.33997688500658646,1,ALLOW
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
73,0,0,0,0,5,1,0,2,0,1,0,0,1,0.9999999600908909,1,BLOCK
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
66,0,0,0,0,6,1,0,0,0,0,0,0,1,0.9999998293746846,1,BLOCK
21,0,0,0,0,1,0,0,1,0,0,0,0,1,0.9999999908132419,1,BLOCK
66,0,0,0,0,4,4,0,0,0,0,0,0,1,0.9999395486652606,1,BLOCK
73,0,0,29,0,6,3,0,0,0,2,0,0,1,0.9999994476130951,1,BLOCK
75,0,0,0,1,5,1,0,0,0,0,0,1,0,3.591026890863533e-06,0,ALLOW
37,0,0,0,0,2,1,0,0,1,0,0,0,1,0.9999999999628191,1,BLOCK
75,0,0,0,1,5,0,0,0,0,0,1,1,0,4.938308929037369e-06,0,ALLOW
26,0,0,0,0,2,0,0,0,1,0,0,0,1,0.9999999966093212,1,BLOCK
75,0,0,0,1,5,0,0,0,0,0,0,1,0,2.929563619672158e-06,0,ALLOW
73,0,0,48,0,4,3,0,0,0,1,0,1,1,0.9999999905404696,1,BLOCK
39,0,0,20,0,2,0,0,0,0,1,0,1,1,0.9999820245784642,1,BLOCK
73,0,0,45,0,5,0,0,0,1,1,0,0,1,0.9999987750991948,1,BLOCK
62,0,1,11,0,6,2,0,0,0,1,0,1,0,0.9996902057885069,1,BLOCK
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
73,0,0,0,0,5,3,0,0,1,0,3,0,1,0.9999949657758522,1,BLOCK
73,0,0,50,0,5,0,0,0,1,1,0,0,1,0.9999995918257881,1,BLOCK
73,0,1,54,0,6,0,0,0,1,1,2,0,1,0.9999864076346334,1,BLOCK
73,0,0,51,0,5,1,0,0,1,1,0,0,1,0.9999984104627468,1,BLOCK
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
74,0,0,9,0,9,3,0,1,1,2,0,1,0,0.0001232043902013719,0,ALLOW
25,0,0,0,0,1,0,0,0,0,1,0,0,1,0.9999999999609692,1,BLOCK
73,0,0,0,0,5,3,0,0,0,0,0,1,1,0.9999646021146947,1,BLOCK
19,0,0,0,0,1,0,0,0,0,0,0,0,1,0.9999814460427345,1,BLOCK
43,0,0,20,0,2,0,0,0,1,1,0,0,1,0.9999999989494897,1,BLOCK
74,0,1,26,1,9,0,0,0,0,1,0,1,0,4.004544153977602e-08,0,ALLOW
73,0,0,0,0,5,1,0,0,0,0,0,0,1,0.9999979998364782,1,BLOCK
73,0,0,40,0,6,1,0,0,0,1,2,0,1,0.9999999999646123,1,BLOCK
66,0,0,0,1,5,5,0,1,0,1,0,1,1,0.9907345291412772,1,BLOCK
73,0,0,0,0,5,2,0,0,0,0,0,0,1,0.9999900226630621,1,BLOCK
26,0,0,0,0,2,0,0,0,1,0,0,0,1,0.9999999966093212,1,BLOCK
75,0,0,0,1,5,1,0,0,0,0,1,1,0,4.889302047905676e-06,0,ALLOW
74,0,1,22,1,8,0,0,0,0,1,0,1,0,5.601384952062302e-08,0,ALLOW
